,card name,edition,rarity,converted mana cost,colourless mana,coloured mana,main type,sub type,power,toughness,abilities,average price in $,market price in $,foil price in $,img url
10,Acidic Slime,Magic 2012 ,Uncommon),5,['3'," 'Green', 'Green']",Creature , Ooze , Ooze (2,2),"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
When Acidic Slime enters the battlefield, destroy target artifact, enchantment, or land.",0.29,0.20,1.20,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226906&type=card
11,Acidic Slime,Magic 2012 ,Uncommon),5,['3'," 'Green', 'Green']",Creature , Ooze , Ooze (2,2),"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
When Acidic Slime enters the battlefield, destroy target artifact, enchantment, or land.",0.29,0.20,1.20,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226906&type=card
12,Acidic Slime,Magic 2013 ,Uncommon),5,['3'," 'Green', 'Green']",Creature , Ooze , Ooze (2,2),"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
When Acidic Slime enters the battlefield, destroy target artifact, enchantment, or land.",,,,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265718&type=card
13,Acidic Slime,Magic 2013 ,Uncommon),5,['3'," 'Green', 'Green']",Creature , Ooze , Ooze (2,2),"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
When Acidic Slime enters the battlefield, destroy target artifact, enchantment, or land.",0.29,0.20,1.20,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265718&type=card
14,Acidic Slime,Magic 2013 ,Uncommon),5,['3'," 'Green', 'Green']",Creature , Ooze , Ooze (2,2),"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
When Acidic Slime enters the battlefield, destroy target artifact, enchantment, or land.",0.29,0.20,1.20,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265718&type=card
15,Acidic Slime,Magic 2013 ,Uncommon),5,['3'," 'Green', 'Green']",Creature , Ooze , Ooze (2,2),"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
When Acidic Slime enters the battlefield, destroy target artifact, enchantment, or land.",0.29,0.20,1.20,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=265718&type=card
16,Acolyte of Xathrid,Magic 2010 ,Common),1,['Black'],,Creature , Human Cleric , Human Cleric (0,1),", : Target player loses 1 life.",0.29,0.20,1.20,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190579&type=card
17,Act of Treason,Magic 2010 ,Uncommon),3,['2', 'Red'],Sorcery,,,,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and this turn.),0.23,0.10,0.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191082&type=card
18,Act of Treason,Magic 2010 ,Uncommon),3,['2', 'Red'],Sorcery,,,,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and this turn.),0.19,0.03,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191082&type=card
19,Act of Treason,Magic 2010 ,Uncommon),3,['2', 'Red'],Sorcery,,,,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and this turn.),0.19,0.03,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191082&type=card
20,Act of Treason,Magic 2011 ,Common),3,['2', 'Red'],Sorcery,,,,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and this turn.),0.23,0.10,0.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205072&type=card
21,Act of Treason,Magic 2011 ,Common),3,['2', 'Red'],Sorcery,,,,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and this turn.),0.19,0.03,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205072&type=card
22,Act of Treason,Magic 2011 ,Common),3,['2', 'Red'],Sorcery,,,,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and this turn.),0.19,0.03,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205072&type=card
23,Act of Treason,Magic 2012 ,Common),3,['2', 'Red'],Sorcery,,,,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and this turn.),0.23,0.10,0.49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226589&type=card
24,Act of Treason,Magic 2012 ,Common),3,['2', 'Red'],Sorcery,,,,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and this turn.),0.19,0.03,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226589&type=card
25,Act of Treason,Magic 2012 ,Common),3,['2', 'Red'],Sorcery,,,,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and this turn.),0.19,0.03,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=226589&type=card
26,Air Elemental,Magic 2010 ,Uncommon),5,['3'," 'Blue', 'Blue']",Creature , Elemental , Elemental (4,4),Flying,0.19,0.03,0.25,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189884&type=card
27,Ajani Goldmane,Magic 2010 ,Mythic Rare),4,['2'," 'White', 'White']",Legendary Planeswalker , Ajani , Ajani (4),,"+1: You gain 2 life.
−1: Put a +1/+1 counter on each creature you control. Those creatures gain vigilance until end of turn.
−6: Create a white Avatar creature token. It has ""This creature's power and toughness are each equal to your life total.""",,13.67,12.47,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191239&type=card
28,Ajani Goldmane,Magic 2010 ,Mythic Rare),4,['2'," 'White', 'White']",Legendary Planeswalker , Ajani , Ajani (4),,"+1: You gain 2 life.
−1: Put a +1/+1 counter on each creature you control. Those creatures gain vigilance until end of turn.
−6: Create a white Avatar creature token. It has ""This creature's power and toughness are each equal to your life total.""",,13.67,12.47,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191239&type=card
29,Ajani Goldmane,Magic 2011 ,Mythic Rare),4,['2'," 'White', 'White']",Legendary Planeswalker , Ajani , Ajani (4),,"+1: You gain 2 life.
−1: Put a +1/+1 counter on each creature you control. Those creatures gain vigilance until end of turn.
−6: Create a white Avatar creature token. It has ""This creature's power and toughness are each equal to your life total.""",,13.67,12.47,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205957&type=card
30,Ajani Goldmane,Magic 2011 ,Mythic Rare),4,['2'," 'White', 'White']",Legendary Planeswalker , Ajani , Ajani (4),,"+1: You gain 2 life.
−1: Put a +1/+1 counter on each creature you control. Those creatures gain vigilance until end of turn.
−6: Create a white Avatar creature token. It has ""This creature's power and toughness are each equal to your life total.""",,13.67,12.47,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205957&type=card
31,Alluring Siren,Magic 2010 ,Uncommon),2,['1', 'Blue'],Creature , Siren , Siren (1,1),: Target creature an opponent controls attacks you this turn if able.,,13.67,12.47,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189894&type=card
32,Alluring Siren,Magic 2010 ,Uncommon),2,['1', 'Blue'],Creature , Siren , Siren (1,1),: Target creature an opponent controls attacks you this turn if able.,0.24,0.12,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189894&type=card
33,Alluring Siren,Magic 2010 ,Uncommon),2,['1', 'Blue'],Creature , Siren , Siren (1,1),: Target creature an opponent controls attacks you this turn if able.,0.24,0.12,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189894&type=card
34,Alluring Siren,Magic 2011 ,Uncommon),2,['1', 'Blue'],Creature , Siren , Siren (1,1),: Target creature an opponent controls attacks you this turn if able.,,13.67,12.47,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205073&type=card
35,Alluring Siren,Magic 2011 ,Uncommon),2,['1', 'Blue'],Creature , Siren , Siren (1,1),: Target creature an opponent controls attacks you this turn if able.,0.24,0.12,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205073&type=card
36,Alluring Siren,Magic 2011 ,Uncommon),2,['1', 'Blue'],Creature , Siren , Siren (1,1),: Target creature an opponent controls attacks you this turn if able.,0.24,0.12,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205073&type=card
37,Alluring Siren,Magic 2012 ,Uncommon),2,['1', 'Blue'],Creature , Siren , Siren (1,1),: Target creature an opponent controls attacks you this turn if able.,,13.67,12.47,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=245188&type=card
38,Alluring Siren,Magic 2012 ,Uncommon),2,['1', 'Blue'],Creature , Siren , Siren (1,1),: Target creature an opponent controls attacks you this turn if able.,0.24,0.12,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=245188&type=card
39,Alluring Siren,Magic 2012 ,Uncommon),2,['1', 'Blue'],Creature , Siren , Siren (1,1),: Target creature an opponent controls attacks you this turn if able.,0.24,0.12,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=245188&type=card
40,Angel's Feather,Magic 2010 ,Uncommon),2,['2'],,Artifact,,,,"Whenever a player casts a white spell, you may gain 1 life.",0.24,0.12,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191245&type=card
41,Angel's Feather,Magic 2010 ,Uncommon),2,['2'],,Artifact,,,,"Whenever a player casts a white spell, you may gain 1 life.",0.25,0.10,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191245&type=card
42,Angel's Feather,Magic 2010 ,Uncommon),2,['2'],,Artifact,,,,"Whenever a player casts a white spell, you may gain 1 life.",0.25,0.10,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191245&type=card
43,Angel's Feather,Magic 2011 ,Uncommon),2,['2'],,Artifact,,,,"Whenever a player casts a white spell, you may gain 1 life.",0.24,0.12,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=206325&type=card
44,Angel's Feather,Magic 2011 ,Uncommon),2,['2'],,Artifact,,,,"Whenever a player casts a white spell, you may gain 1 life.",0.25,0.10,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=206325&type=card
45,Angel's Feather,Magic 2011 ,Uncommon),2,['2'],,Artifact,,,,"Whenever a player casts a white spell, you may gain 1 life.",0.25,0.10,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=206325&type=card
46,Angel's Feather,Magic 2012 ,Uncommon),2,['2'],,Artifact,,,,"Whenever a player casts a white spell, you may gain 1 life.",0.24,0.12,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221520&type=card
47,Angel's Feather,Magic 2012 ,Uncommon),2,['2'],,Artifact,,,,"Whenever a player casts a white spell, you may gain 1 life.",0.25,0.10,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221520&type=card
48,Angel's Feather,Magic 2012 ,Uncommon),2,['2'],,Artifact,,,,"Whenever a player casts a white spell, you may gain 1 life.",0.25,0.10,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221520&type=card
49,Angel's Mercy,Magic 2010 ,Common),4,['2'," 'White', 'White']",Instant,,,,You gain 7 life.,0.25,0.10,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190549&type=card
50,Angel's Mercy,Magic 2010 ,Common),4,['2'," 'White', 'White']",Instant,,,,You gain 7 life.,0.24,0.12,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190549&type=card
51,Angel's Mercy,Magic 2010 ,Common),4,['2'," 'White', 'White']",Instant,,,,You gain 7 life.,0.24,0.12,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190549&type=card
52,Angel's Mercy,Magic 2012 ,Common),4,['2'," 'White', 'White']",Instant,,,,You gain 7 life.,0.25,0.10,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=238569&type=card
53,Angel's Mercy,Magic 2012 ,Common),4,['2'," 'White', 'White']",Instant,,,,You gain 7 life.,0.24,0.12,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=238569&type=card
54,Angel's Mercy,Magic 2012 ,Common),4,['2'," 'White', 'White']",Instant,,,,You gain 7 life.,0.24,0.12,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=238569&type=card
55,Angel's Mercy,Magic 2013 ,Common),4,['2'," 'White', 'White']",Instant,,,,You gain 7 life.,0.25,0.10,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259714&type=card
56,Angel's Mercy,Magic 2013 ,Common),4,['2'," 'White', 'White']",Instant,,,,You gain 7 life.,0.24,0.12,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259714&type=card
57,Angel's Mercy,Magic 2013 ,Common),4,['2'," 'White', 'White']",Instant,,,,You gain 7 life.,0.24,0.12,0.33,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259714&type=card
58,Ant Queen,Magic 2010 ,Rare),5,['3'," 'Green', 'Green']",Creature , Insect , Insect (5,5),: Create a 1/1 green Insect creature token.,0.24,0.12,1.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191063&type=card
59,Armored Ascension,Magic 2010 ,Uncommon),4,['3', 'White'],Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets +1/+1 for each Plains you control and has flying.",0.26,0.19,0.78,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193738&type=card
60,Armored Ascension,Magic 2010 ,Uncommon),4,['3', 'White'],Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets +1/+1 for each Plains you control and has flying.",0.26,0.19,0.78,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193738&type=card
61,Armored Ascension,Magic 2011 ,Uncommon),4,['3', 'White'],Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets +1/+1 for each Plains you control and has flying.",0.26,0.19,0.78,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204997&type=card
62,Armored Ascension,Magic 2011 ,Uncommon),4,['3', 'White'],Enchantment , Aura, Aura,,"Enchant creature
Enchanted creature gets +1/+1 for each Plains you control and has flying.",0.26,0.19,0.78,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=204997&type=card
63,Assassinate,Magic 2010 ,Common),3,['2', 'Black'],Sorcery,,,,Destroy target tapped creature.,0.26,0.19,0.78,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193745&type=card
64,Assassinate,Magic 2010 ,Common),3,['2', 'Black'],Sorcery,,,,Destroy target tapped creature.,0.22,0.02,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=193745&type=card
65,Assassinate,Magic 2011 ,Common),3,['2', 'Black'],Sorcery,,,,Destroy target tapped creature.,0.26,0.19,0.78,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205217&type=card
66,Assassinate,Magic 2011 ,Common),3,['2', 'Black'],Sorcery,,,,Destroy target tapped creature.,0.22,0.02,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205217&type=card
67,Awakener Druid,Magic 2010 ,Uncommon),3,['2', 'Green'],Creature , Human Druid , Human Druid (1,1),"When Awakener Druid enters the battlefield, target Forest becomes a 4/5 green Treefolk creature for as long as Awakener Druid remains on the battlefield. It's still a land.",0.22,0.02,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189907&type=card
68,Awakener Druid,Magic 2010 ,Uncommon),3,['2', 'Green'],Creature , Human Druid , Human Druid (1,1),"When Awakener Druid enters the battlefield, target Forest becomes a 4/5 green Treefolk creature for as long as Awakener Druid remains on the battlefield. It's still a land.",0.25,0.04,0.42,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189907&type=card
69,Awakener Druid,Magic 2011 ,Uncommon),3,['2', 'Green'],Creature , Human Druid , Human Druid (1,1),"When Awakener Druid enters the battlefield, target Forest becomes a 4/5 green Treefolk creature for as long as Awakener Druid remains on the battlefield. It's still a land.",0.22,0.02,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205076&type=card
70,Awakener Druid,Magic 2011 ,Uncommon),3,['2', 'Green'],Creature , Human Druid , Human Druid (1,1),"When Awakener Druid enters the battlefield, target Forest becomes a 4/5 green Treefolk creature for as long as Awakener Druid remains on the battlefield. It's still a land.",0.25,0.04,0.42,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205076&type=card
71,Ball Lightning,Magic 2010 ,Rare),3,['Red'," 'Red', 'Red']",Creature , Elemental , Elemental (6,1),"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Haste (This creature can attack and as soon as it comes under your control.)
At the beginning of the end step, sacrifice Ball Lightning.",0.25,0.04,3.60,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191393&type=card
72,Baneslayer Angel,Magic 2010 ,Mythic Rare),5,['3'," 'White', 'White']",Creature , Angel , Angel (5,5),"Flying, first strike, lifelink, protection from Demons and from Dragons",1.90,1.79,3.60,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191065&type=card
73,Baneslayer Angel,Magic 2010 ,Mythic Rare),5,['3'," 'White', 'White']",Creature , Angel , Angel (5,5),"Flying, first strike, lifelink, protection from Demons and from Dragons",2.67,2.29,3.77,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191065&type=card
74,Baneslayer Angel,Magic 2011 ,Mythic Rare),5,['3'," 'White', 'White']",Creature , Angel , Angel (5,5),"Flying, first strike, lifelink, protection from Demons and from Dragons",1.90,1.79,3.60,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205077&type=card
75,Baneslayer Angel,Magic 2011 ,Mythic Rare),5,['3'," 'White', 'White']",Creature , Angel , Angel (5,5),"Flying, first strike, lifelink, protection from Demons and from Dragons",2.67,2.29,3.77,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205077&type=card
76,Berserkers of Blood Ridge,Magic 2010 ,Common),5,['4', 'Red'],Creature , Human Berserker , Human Berserker (4,4),Berserkers of Blood Ridge attacks each combat if able.,0.19,0.02,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191071&type=card
77,Berserkers of Blood Ridge,Magic 2010 ,Common),5,['4', 'Red'],Creature , Human Berserker , Human Berserker (4,4),Berserkers of Blood Ridge attacks each combat if able.,0.19,0.02,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191071&type=card
78,Berserkers of Blood Ridge,Magic 2011 ,Common),5,['4', 'Red'],Creature , Human Berserker , Human Berserker (4,4),Berserkers of Blood Ridge attacks each combat if able.,0.19,0.02,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205053&type=card
79,Berserkers of Blood Ridge,Magic 2011 ,Common),5,['4', 'Red'],Creature , Human Berserker , Human Berserker (4,4),Berserkers of Blood Ridge attacks each combat if able.,0.19,0.02,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205053&type=card
80,Birds of Paradise,Magic 2010 ,Rare),1,['Green'],,Creature , Bird , Bird (0,1),"Flying
: Add one mana of any color.",12.00,11.75,18.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191080&type=card
81,Birds of Paradise,Magic 2010 ,Rare),1,['Green'],,Creature , Bird , Bird (0,1),"Flying
: Add one mana of any color.",12.00,11.75,18.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191080&type=card
82,Birds of Paradise,Magic 2010 ,Rare),1,['Green'],,Creature , Bird , Bird (0,1),"Flying
: Add one mana of any color.",12.00,11.75,18.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191080&type=card
83,Birds of Paradise,Magic 2011 ,Rare),1,['Green'],,Creature , Bird , Bird (0,1),"Flying
: Add one mana of any color.",12.00,11.75,18.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207334&type=card
84,Birds of Paradise,Magic 2011 ,Rare),1,['Green'],,Creature , Bird , Bird (0,1),"Flying
: Add one mana of any color.",12.00,11.75,18.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207334&type=card
85,Birds of Paradise,Magic 2011 ,Rare),1,['Green'],,Creature , Bird , Bird (0,1),"Flying
: Add one mana of any color.",12.00,11.75,18.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=207334&type=card
86,Birds of Paradise,Magic 2012 ,Rare),1,['Green'],,Creature , Bird , Bird (0,1),"Flying
: Add one mana of any color.",12.00,11.75,18.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221896&type=card
87,Birds of Paradise,Magic 2012 ,Rare),1,['Green'],,Creature , Bird , Bird (0,1),"Flying
: Add one mana of any color.",12.00,11.75,18.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221896&type=card
88,Birds of Paradise,Magic 2012 ,Rare),1,['Green'],,Creature , Bird , Bird (0,1),"Flying
: Add one mana of any color.",12.00,11.75,18.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=221896&type=card
89,Black Knight,Magic 2010 ,Uncommon),2,['Black', 'Black'],Creature , Human Knight , Human Knight (2,2),"First strike (This creature deals combat damage before creatures without first strike.)
Protection from white (This creature can't be blocked, targeted, dealt damage, or enchanted by anything white.)",12.00,11.75,18.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190540&type=card
90,Black Knight,Magic 2010 ,Uncommon),2,['Black', 'Black'],Creature , Human Knight , Human Knight (2,2),"First strike (This creature deals combat damage before creatures without first strike.)
Protection from white (This creature can't be blocked, targeted, dealt damage, or enchanted by anything white.)",0.25,0.16,0.83,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190540&type=card
91,Black Knight,Magic 2011 ,Uncommon),2,['Black', 'Black'],Creature , Human Knight , Human Knight (2,2),"First strike (This creature deals combat damage before creatures without first strike.)
Protection from white (This creature can't be blocked, targeted, dealt damage, or enchanted by anything white.)",12.00,11.75,18.89,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205218&type=card
92,Black Knight,Magic 2011 ,Uncommon),2,['Black', 'Black'],Creature , Human Knight , Human Knight (2,2),"First strike (This creature deals combat damage before creatures without first strike.)
Protection from white (This creature can't be blocked, targeted, dealt damage, or enchanted by anything white.)",0.25,0.16,0.83,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205218&type=card
93,Blinding Mage,Magic 2010 ,Common),2,['1', 'White'],Creature , Human Wizard , Human Wizard (1,2),", : Tap target creature.",0.19,0.04,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190195&type=card
94,Blinding Mage,Magic 2010 ,Common),2,['1', 'White'],Creature , Human Wizard , Human Wizard (1,2),", : Tap target creature.",0.19,0.04,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190195&type=card
95,Blinding Mage,Magic 2011 ,Common),2,['1', 'White'],Creature , Human Wizard , Human Wizard (1,2),", : Tap target creature.",0.19,0.04,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205219&type=card
96,Blinding Mage,Magic 2011 ,Common),2,['1', 'White'],Creature , Human Wizard , Human Wizard (1,2),", : Tap target creature.",0.19,0.04,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205219&type=card
97,Bog Wraith,Magic 2010 ,Uncommon),4,['3', 'Black'],Creature , Wraith , Wraith (3,3),Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.),0.19,0.04,0.29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=190165&type=card
98,Bogardan Hellkite,Magic 2010 ,Mythic Rare),8,['6'," 'Red', 'Red']",Creature , Dragon , Dragon (5,5),"Flash
Flying
When Bogardan Hellkite enters the battlefield, it deals 5 damage divided as you choose among any number of targets.",0.24,0.06,0.35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=191340&type=card
99,Borderland Ranger,Magic 2010 ,Common),3,['2', 'Green'],Creature , Human Scout , Human Scout (2,2),"When Borderland Ranger enters the battlefield, you may search your library for a basic land card, reveal it, put it into your hand, then shuffle.",0.84,0.69,3.06,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=189905&type=card
